Symbol	201414878-01	201414879-01	201414880-01	201414881-01	201414882-01	201414883-01
ENSG00000083454.17	39	46	8	108	160	115
ENSG00000083457.7	243	228	105	507	731	567
ENSG00000083520.10	3037	2722	1394	4134	4312	4067
ENSG00000083535.11	1915	1654	873	2164	2404	2174
ENSG00000083544.9	824	714	312	1031	942	1109
ENSG00000083622.8	0	0	0	0	2	0
ENSG00000083635.7	212	229	137	359	266	432
ENSG00000083642.14	1497	1464	661	2174	2332	2377
ENSG00000083720.8	2245	1929	907	3984	4331	4380
ENSG00000083750.8	676	574	233	930	846	847
ENSG00000083782.3	68	50	19	183	225	185
ENSG00000083799.13	4419	3415	1633	8186	8652	8415
ENSG00000083807.5	35	29	4	59	70	56
ENSG00000083812.7	199	116	31	217	203	247
ENSG00000083814.8	127	93	44	176	227	183
ENSG00000083817.8	186	138	66	203	196	173
ENSG00000083828.11	210	207	100	231	293	225
ENSG00000083838.11	136	94	35	172	168	216
ENSG00000083842.8	0	0	0	0	0	0
ENSG00000083844.6	632	560	256	751	806	795
ENSG00000083845.4	5391	2569	512	5793	4686	5777
ENSG00000083857.9	50331	33703	18456	66523	75526	71761
ENSG00000083896.8	3995	3534	1916	4330	4307	5052
ENSG00000083937.4	3102	2482	1192	3858	3888	3748
ENSG00000084070.7	235	173	82	355	266	441
ENSG00000084072.12	505	420	213	649	534	663
ENSG00000084073.4	2984	2552	1055	5346	5189	5757
ENSG00000084090.9	3210	2496	1072	4519	5668	4678
ENSG00000084092.6	591	572	276	723	850	780
ENSG00000084093.11	5699	5172	2377	7164	7489	8364
ENSG00000084110.6	10	1	2	15	11	20
ENSG00000084112.10	2046	1308	710	4558	3814	6388
ENSG00000084207.11	2633	1008	496	3632	3682	3683
ENSG00000084234.12	42246	30798	16711	44562	33462	55186
ENSG00000084444.9	362	185	117	230	253	225
ENSG00000084453.12	613	311	307	543	440	644
ENSG00000084463.3	1070	961	434	1442	1228	1824
ENSG00000084623.7	2712	2145	656	3081	3929	2791
ENSG00000084628.5	0	0	0	5	2	1
ENSG00000084636.13	45	17	7	533	589	569
ENSG00000084652.11	3179	2331	1010	4636	4755	4900
ENSG00000084674.9	2	1	4	4	0	1
ENSG00000084676.11	1506	1119	545	2252	2127	2283
ENSG00000084693.11	777	570	219	1008	948	994
ENSG00000084710.9	69	77	16	207	180	271
ENSG00000084731.9	853	433	210	1748	1400	2282
ENSG00000084733.6	7685	6799	3702	8554	8793	9412
ENSG00000084734.4	0	0	0	4	5	6
ENSG00000084754.6	7446	5261	2181	7695	7446	7653
ENSG00000084764.6	220	136	46	277	226	314
ENSG00000084774.9	492	292	88	1206	1121	1627
ENSG00000085063.10	15077	16690	6466	11574	15458	13167
ENSG00000085117.7	34	20	4	74	80	113
ENSG00000085185.11	70	51	27	187	137	218
ENSG00000085224.16	12079	10215	5878	16988	15165	19646
ENSG00000085231.9	1869	1776	897	2585	2890	2374
ENSG00000085265.6	1	0	0	0	0	0
ENSG00000085274.11	1015	904	376	1275	1434	1278
ENSG00000085276.13	474	468	155	644	774	617
ENSG00000085365.13	4616	4442	2138	3874	5583	3856
ENSG00000085377.9	565	424	191	701	746	779
ENSG00000085382.7	1031	918	492	1118	1402	1219
ENSG00000085415.11	876	756	288	1461	1558	1480
ENSG00000085433.11	1867	1655	882	2207	2553	2169
ENSG00000085449.10	4065	3483	2001	6013	7664	6026
ENSG00000085465.11	27	30	13	64	58	61
ENSG00000085491.11	2239	2060	902	3578	4310	3472
ENSG00000085511.15	3432	2921	1246	5983	5988	5802
ENSG00000085514.11	3	1	2	9	4	7
ENSG00000085552.12	3	0	0	5	2	2
ENSG00000085563.10	2	0	0	2	0	0
ENSG00000085644.9	41	11	6	70	87	96
ENSG00000085662.9	421	274	78	937	911	1108
ENSG00000085719.7	3725	3391	1635	4590	5794	4870
ENSG00000085721.8	1591	1339	552	2022	2398	2087
ENSG00000085733.11	10852	6731	2412	18277	15817	22050
ENSG00000085741.8	0	0	0	3	5	0
ENSG00000085760.10	2554	2139	1061	3688	3785	3846
ENSG00000085788.9	4166	3350	1951	3165	3538	3232
ENSG00000085831.11	23	4	4	90	76	66
ENSG00000085832.12	4894	3847	2309	5072	5439	5136
ENSG00000085840.8	41	44	12	55	65	45
ENSG00000085871.4	493	327	102	524	607	495
ENSG00000085872.10	34	20	8	146	101	224
ENSG00000085978.17	966	762	276	1344	1557	1538
ENSG00000085982.9	2502	1921	944	4254	4669	4594
ENSG00000085998.9	1049	687	196	1435	1538	1606
ENSG00000085999.7	27	23	2	27	33	33
ENSG00000086015.16	496	241	77	848	635	1142
ENSG00000086061.11	7260	5850	3165	9830	8160	11176
ENSG00000086062.8	2964	2583	1390	7127	6506	9629
ENSG00000086065.9	2792	2811	1507	2868	3449	2654
ENSG00000086102.14	1682	1160	492	2159	1988	2299
ENSG00000086159.8	0	0	0	0	0	0
ENSG00000086189.5	598	573	228	1463	1676	1414
ENSG00000086200.12	638	559	259	1017	1120	1136
ENSG00000086205.12	1	2	0	2	0	0
ENSG00000086232.8	3014	2153	1007	3282	2650	3826
ENSG00000086288.7	0	1	0	0	0	0
ENSG00000086289.7	1709	1279	685	2975	3264	2954
ENSG00000086300.11	29	22	12	24	50	20
ENSG00000086475.10	1310	1109	419	1619	1630	1717
ENSG00000086504.11	273	162	77	529	498	538
ENSG00000086506.2	0	0	0	1	0	0
ENSG00000086544.2	188	125	47	314	244	324
ENSG00000086548.8	0	0	0	0	0	1
ENSG00000086570.8	1	1	1	8	0	0
ENSG00000086589.7	1519	1100	468	1726	1652	1770
ENSG00000086598.6	11460	10155	4340	11267	13456	11195
ENSG00000086619.9	127	128	52	204	293	242
ENSG00000086666.14	2335	2064	1218	2700	3652	3001
ENSG00000086696.6	112	61	46	545	585	626
ENSG00000086712.8	872	823	322	1136	1019	1238
ENSG00000086717.14	0	0	0	3	0	0
ENSG00000086730.12	9	2	1	19	3	17
ENSG00000086758.11	10086	7485	3543	19382	18367	22832
ENSG00000086827.4	920	910	436	1122	1375	1190
ENSG00000086848.10	224	139	80	236	252	304
ENSG00000086967.9	1	0	0	3	0	0
ENSG00000086991.8	4543	4242	1727	4144	4757	4466
ENSG00000087008.11	585	268	166	1290	1302	1440
ENSG00000087053.14	1776	1582	734	2984	3507	3266
ENSG00000087074.7	4254	2620	830	5407	4196	5926
ENSG00000087076.4	73	33	15	280	225	269
ENSG00000087077.7	622	327	118	1157	1320	1364
ENSG00000087085.9	1	0	0	1	0	0
ENSG00000087086.9	4071	1974	596	5511	6688	5329
ENSG00000087087.14	1818	1213	418	2858	1882	3504
ENSG00000087088.15	385	217	58	550	535	657
ENSG00000087095.8	1271	1099	588	1639	1821	1672
ENSG00000087111.16	886	670	241	1177	1267	1233
ENSG00000087116.9	316	185	117	994	997	1081
ENSG00000087128.5	0	0	0	0	0	0
ENSG00000087152.11	971	650	300	1279	1226	1352
ENSG00000087157.14	227	241	77	425	467	445
ENSG00000087191.8	701	499	169	1054	717	1639
ENSG00000087206.12	907	810	379	1135	1099	1202
ENSG00000087237.6	0	0	0	0	0	0
ENSG00000087245.8	3487	1967	626	13101	14681	14094
ENSG00000087250.4	7	1	0	0	0	0
ENSG00000087253.7	6123	6344	2399	8743	11725	8714
ENSG00000087258.9	40	22	9	85	85	154
ENSG00000087263.12	667	627	215	1091	1394	1222
ENSG00000087266.11	199	106	30	308	293	373
ENSG00000087269.11	1884	1542	675	2475	1767	3070
ENSG00000087274.12	4089	2935	1192	5688	5472	5971
ENSG00000087299.7	80	52	30	149	115	126
ENSG00000087301.4	595	497	289	976	1097	1110
ENSG00000087302.4	4005	3543	1619	4150	4938	4114
ENSG00000087303.12	4521	4401	1453	9087	8815	8979
ENSG00000087338.4	1256	1109	366	1783	1487	1728
ENSG00000087365.10	4920	3648	1575	6245	5297	7647
ENSG00000087448.5	1332	1139	581	2279	2780	2472
ENSG00000087460.19	7680	6730	2455	9092	8599	9918
ENSG00000087470.13	1871	1665	705	3152	3319	2977
ENSG00000087494.11	106	90	19	167	107	184
ENSG00000087495.12	0	2	0	0	1	1
ENSG00000087502.13	4376	4535	2073	5003	6328	4760
ENSG00000087510.5	0	0	0	0	0	0
ENSG00000087586.13	241	212	92	438	518	449
ENSG00000087589.12	3	0	0	1	2	5
ENSG00000087842.6	53	40	29	90	105	133
ENSG00000087884.10	196	146	62	233	285	240
ENSG00000087903.8	213	113	38	442	335	459
ENSG00000087916.7	0	0	0	0	0	0
ENSG00000087995.11	375	318	138	521	549	470
ENSG00000088002.7	0	0	0	0	3	1
ENSG00000088035.11	168	153	58	372	423	354
ENSG00000088038.13	398	266	83	630	356	873
ENSG00000088053.7	1	1	0	5	0	0
ENSG00000088179.4	2108	1932	972	2748	3477	2744
ENSG00000088205.8	3648	2954	1296	3448	3784	3867
ENSG00000088247.11	943	766	325	1756	1200	2241
ENSG00000088256.4	633	406	137	1165	1234	1308
ENSG00000088280.14	475	253	91	1150	1183	1296
ENSG00000088298.8	455	352	121	796	950	863
ENSG00000088305.14	55	28	16	121	128	117
ENSG00000088320.3	0	0	0	0	0	0
ENSG00000088325.11	722	700	242	1311	1090	1397
ENSG00000088340.11	1640	829	346	139	132	191
ENSG00000088356.4	173	152	62	235	157	303
ENSG00000088367.16	611	427	233	1050	897	1289
ENSG00000088386.11	1	0	0	2	0	0
ENSG00000088387.13	2050	1526	774	2954	2907	3068
ENSG00000088448.10	2143	1765	773	3064	3237	2951
ENSG00000088451.6	468	406	188	500	649	500
ENSG00000088538.12	18	16	5	43	33	50
ENSG00000088543.10	198	159	66	226	266	249
ENSG00000088682.9	906	769	342	1046	1193	1123
ENSG00000088726.11	0	0	0	0	0	1
ENSG00000088727.8	58	49	19	97	120	77
ENSG00000088756.8	48	29	20	158	133	118
ENSG00000088766.7	945	948	413	1017	1392	990
ENSG00000088782.4	0	0	0	0	0	0
ENSG00000088808.12	289	188	98	422	344	548
ENSG00000088812.13	4540	3243	1595	4618	4977	4990
ENSG00000088826.13	83	38	10	87	68	56
ENSG00000088827.8	0	0	0	1	0	0
ENSG00000088832.10	1717	1453	749	2417	3122	2694
ENSG00000088833.13	775	549	215	1288	1032	1686
ENSG00000088836.8	18	11	5	112	63	135
ENSG00000088854.11	917	840	388	1236	1402	1344
ENSG00000088876.7	452	308	163	472	474	459
ENSG00000088881.16	59	52	17	94	76	128
ENSG00000088882.7	2	2	0	2	0	0
ENSG00000088888.13	759	457	187	1230	1006	1446
ENSG00000088899.10	53	27	6	127	86	142
ENSG00000088926.9	0	1	0	1	0	0
ENSG00000088930.6	6027	5438	2677	6901	7488	7192
ENSG00000088970.11	788	696	338	1118	1236	1174
ENSG00000088986.6	1953	1703	612	2717	3288	3199
ENSG00000088992.13	0	1	0	1	0	1
ENSG00000089006.12	3013	2643	1093	4029	4062	4258
ENSG00000089009.11	11612	9702	4336	10184	11671	11244
ENSG00000089012.10	0	0	0	0	0	0
ENSG00000089022.9	996	805	337	1222	1310	1275
ENSG00000089041.12	1	2	2	18	11	16
ENSG00000089048.10	2022	1798	1065	2696	2380	2970
ENSG00000089050.10	1048	1081	460	1477	1910	1573
ENSG00000089053.8	3079	2381	1036	4424	5007	4551
ENSG00000089057.10	998	834	384	1183	1182	1233
ENSG00000089060.7	196	135	57	319	288	355
ENSG00000089063.10	2025	1992	894	2441	3632	2533
ENSG00000089091.12	154	135	34	229	180	244
ENSG00000089094.12	497	288	104	535	502	598
ENSG00000089101.13	0	2	0	1	3	2
ENSG00000089116.3	0	0	0	0	0	0
ENSG00000089123.11	271	207	112	354	382	383
ENSG00000089127.8	7	6	0	32	20	50
ENSG00000089154.6	2605	1502	749	3665	3878	4308
ENSG00000089157.11	19200	7493	1573	14655	19121	16450
ENSG00000089159.11	1039	657	182	1402	1189	1695
ENSG00000089163.4	26	12	4	21	33	27
ENSG00000089169.10	2	0	0	0	1	0
ENSG00000089177.13	594	417	215	791	691	899
ENSG00000089195.10	587	525	242	855	755	908
ENSG00000089199.5	8	7	1	2	1	2
ENSG00000089220.4	4160	3457	1577	5085	5592	4696
ENSG00000089225.15	0	0	0	2	0	0
ENSG00000089234.11	1539	1136	544	1858	1816	1780
ENSG00000089248.6	2158	1743	613	2051	2436	2569
ENSG00000089250.14	2	1	0	7	0	0
ENSG00000089280.14	756	574	260	1325	1037	2289
ENSG00000089289.11	3430	2277	841	3220	2915	3031
ENSG00000089327.10	416	260	69	638	436	720
ENSG00000089335.16	1501	1276	604	1811	1965	1743
ENSG00000089351.10	244	155	44	560	346	754
ENSG00000089356.12	0	0	0	0	0	0
ENSG00000089472.12	1845	1246	530	3051	3321	3254
ENSG00000089486.12	221	99	61	194	250	268
ENSG00000089505.13	52	16	6	54	58	64
ENSG00000089558.4	0	1	1	6	2	3
ENSG00000089597.12	5212	2839	1064	5870	4637	7351
ENSG00000089639.6	136	84	26	372	175	441
ENSG00000089682.12	1415	1245	797	1908	1697	2207
ENSG00000089685.10	197	188	57	337	470	304
ENSG00000089692.4	3	1	1	1	4	4
ENSG00000089693.6	674	451	175	901	1065	982
ENSG00000089723.5	47	38	19	68	91	98
ENSG00000089737.11	6606	5466	2341	7637	8328	8026
ENSG00000089775.7	1034	735	399	849	992	898
ENSG00000089818.12	607	548	190	930	1094	938
ENSG00000089820.11	6	4	3	37	14	20
ENSG00000089847.8	31	21	7	21	24	25
ENSG00000089876.7	4502	3478	1715	3475	4075	3332
ENSG00000089902.8	1588	984	454	1540	1287	1653
ENSG00000089916.13	3224	2496	1079	3898	4342	4316
ENSG00000090006.13	82	33	9	251	152	342
ENSG00000090013.5	150	92	43	182	201	184
ENSG00000090020.6	234	95	45	453	344	575
ENSG00000090054.9	2966	2784	1354	3737	4580	4155
ENSG00000090060.13	4405	3873	1912	5937	5397	7129
ENSG00000090061.13	303	209	104	500	625	528
ENSG00000090097.16	444	235	155	790	806	806
ENSG00000090104.7	1	0	0	0	0	0
ENSG00000090238.7	493	245	190	804	611	1006
ENSG00000090263.11	645	674	386	869	894	910
ENSG00000090266.8	464	492	222	595	1187	697
ENSG00000090273.9	922	659	281	1585	806	2103
ENSG00000090316.11	494	373	137	1183	1263	1394
ENSG00000090339.4	67	52	17	569	608	530
ENSG00000090372.10	1004	556	177	1837	1538	1779
ENSG00000090376.4	0	5	0	0	3	0
ENSG00000090382.2	1	1	4	2	1	0
ENSG00000090402.3	1	0	0	2	1	3
ENSG00000090432.5	245	143	52	426	506	575
ENSG00000090447.7	82	45	21	135	80	178
ENSG00000090470.10	444	440	172	600	538	643
ENSG00000090487.6	534	401	215	795	892	871
ENSG00000090512.7	1	0	0	3	0	0
ENSG00000090520.6	7406	6299	2472	7506	6837	7431
ENSG00000090530.5	6359	4768	2135	6830	6769	7216
ENSG00000090534.13	1	0	0	2	0	2
ENSG00000090539.11	4	0	1	36	35	35
ENSG00000090554.8	7	0	0	5	1	4
ENSG00000090565.11	455	277	107	824	663	880
ENSG00000090581.5	633	419	140	914	902	1086
ENSG00000090612.16	1174	1152	602	1432	1811	1451
ENSG00000090615.8	4901	2979	1253	8152	6138	8910
ENSG00000090621.9	4240	3511	1755	5947	5295	7262
ENSG00000090659.13	0	1	0	0	0	0
ENSG00000090661.7	260	140	74	313	276	341
ENSG00000090674.11	48	22	7	82	74	100
ENSG00000090686.11	2649	2217	1294	3387	2876	4089
ENSG00000090776.5	17	11	7	46	54	43
ENSG00000090857.9	813	556	176	1079	1145	1233
ENSG00000090861.11	2773	1772	801	4672	3664	5489
ENSG00000090863.7	7537	5499	2325	8316	7033	10049
ENSG00000090889.10	181	185	58	406	349	387
ENSG00000090905.13	2981	2250	1031	4246	3569	5018
ENSG00000090920.9	0	0	0	6	0	0
ENSG00000090924.10	167	93	41	532	444	635
ENSG00000090932.6	16	4	4	11	16	17
ENSG00000090971.4	230	95	21	384	336	348
ENSG00000090975.8	102	67	23	177	140	248
ENSG00000090989.13	2469	2206	958	3214	3528	3339
ENSG00000091009.6	3758	2983	1465	4254	4280	4261
ENSG00000091010.4	0	0	0	1	0	0
ENSG00000091039.12	8087	7048	4072	12015	13119	13115
ENSG00000091073.15	28	16	8	121	78	130
ENSG00000091106.14	0	0	1	0	0	0
ENSG00000091127.9	1275	1077	556	1531	1633	1599
ENSG00000091128.8	36	30	5	37	31	21
ENSG00000091129.15	16	19	5	9	12	10
ENSG00000091136.9	20974	19734	6929	27931	26698	31454
ENSG00000091137.7	16	22	2	11	12	13
ENSG00000091138.8	1	0	1	1	0	0
ENSG00000091140.8	2493	2071	1025	3811	3808	4354
ENSG00000091157.9	905	653	317	1677	1682	1793
ENSG00000091164.8	2945	3131	1846	3667	3461	3934
ENSG00000091181.15	2	0	0	3	0	0
ENSG00000091262.10	8	5	0	28	35	40
ENSG00000091317.7	2903	2917	1158	3621	4968	3845
ENSG00000091409.10	6268	7213	2310	7718	8328	8192
ENSG00000091428.13	219	139	62	22	32	40
ENSG00000091436.12	2979	2533	1148	5035	5285	5526
ENSG00000091482.5	0	0	1	1	6	0
ENSG00000091483.6	1399	1283	678	2210	2265	2195
ENSG00000091490.6	3729	3435	1207	3763	4649	3874
ENSG00000091513.10	9	3	1	1	2	1
ENSG00000091527.11	7952	5953	3429	10446	10648	11258
ENSG00000091536.12	7	2	0	9	2	4
ENSG00000091542.8	2942	1636	692	2136	2272	2367
ENSG00000091583.6	0	0	0	0	0	0
ENSG00000091592.11	1076	700	372	2321	1810	2378
ENSG00000091622.11	241	114	63	284	246	377
ENSG00000091640.3	1214	1052	625	1658	2017	1967
ENSG00000091651.4	139	171	56	218	195	225
ENSG00000091656.11	1026	706	385	2190	2089	2205
ENSG00000091664.7	1	0	2	2	0	0
ENSG00000091704.5	0	0	0	0	0	0
ENSG00000091732.11	175	121	44	288	381	249
ENSG00000091831.17	33	20	7	62	50	78
ENSG00000091844.3	182	315	108	164	171	152
ENSG00000091879.9	1	4	0	5	1	2
ENSG00000091947.5	376	253	84	394	453	385
ENSG00000091972.14	105	69	32	165	174	166
ENSG00000091986.11	70227	52598	26593	66171	50435	77147
ENSG00000092009.6	0	0	0	0	0	0
ENSG00000092010.10	1128	1029	584	1712	1992	2012
ENSG00000092020.6	549	508	317	720	929	789
ENSG00000092036.12	104	85	43	128	167	139
ENSG00000092051.12	2	1	0	0	0	0
ENSG00000092054.12	0	0	0	7	0	0
ENSG00000092067.5	0	0	0	0	0	0
ENSG00000092068.14	99	70	39	444	214	709
ENSG00000092094.6	453	458	160	788	704	739
ENSG00000092096.10	76	41	8	84	47	69
ENSG00000092098.12	258	107	32	489	371	436
ENSG00000092108.16	3356	2889	1305	4200	4809	4234
ENSG00000092140.10	958	961	409	1237	1443	1313
ENSG00000092148.8	17434	13764	7248	23518	26713	25931
ENSG00000092199.13	11004	8845	3963	12837	13499	12902
ENSG00000092200.8	2	1	2	5	1	0
ENSG00000092201.5	5950	4838	2385	7287	6852	8467
ENSG00000092203.9	1197	927	378	1460	1344	1857
ENSG00000092208.12	171	160	66	210	224	193
ENSG00000092295.7	672	239	150	1269	1202	1513
ENSG00000092330.11	728	429	188	1180	1284	1189
ENSG00000092345.9	0	0	0	1	0	0
ENSG00000092377.9	0	0	0	0	1	0
ENSG00000092421.12	2	7	2	36	22	29
ENSG00000092439.9	5250	4626	2458	7218	8376	7898
ENSG00000092445.7	220	131	24	478	499	532
ENSG00000092470.7	239	280	115	299	375	269
ENSG00000092529.18	12	10	1	9	25	25
ENSG00000092531.5	2544	2200	1018	3527	4069	3565
ENSG00000092607.9	0	0	0	1	1	1
ENSG00000092621.7	506	290	72	395	365	487
ENSG00000092758.11	1	0	0	0	1	0
ENSG00000092820.13	10749	6684	3103	16131	14961	16873
ENSG00000092841.14	14200	11399	5646	17615	20107	20754
ENSG00000092847.6	2200	1726	787	2550	2549	3357
ENSG00000092850.7	1	1	0	5	4	3
ENSG00000092853.9	293	393	105	448	456	489
ENSG00000092871.12	230	210	94	430	435	422
ENSG00000092929.7	20	2	2	236	177	245
ENSG00000092931.7	620	555	208	864	1037	907
ENSG00000092964.12	8227	6284	3117	6494	7006	6793
ENSG00000092969.7	26169	14199	9003	37521	39419	40481
ENSG00000092978.6	1110	919	473	1754	1715	1669
ENSG00000093000.14	1745	1435	637	2389	2536	2548
ENSG00000093009.5	67	108	27	86	128	94
ENSG00000093010.7	688	421	119	1377	1098	1458
ENSG00000093072.11	7	1	0	166	159	203
ENSG00000093100.13	3	0	0	29	17	15
ENSG00000093134.9	0	0	1	2	1	0
ENSG00000093144.14	1642	1652	809	2370	2782	2934
ENSG00000093167.13	4470	3416	1841	5864	4904	6431
ENSG00000093183.9	2330	1817	915	2722	3281	2771
ENSG00000093217.5	112	85	25	187	193	192
ENSG00000094631.14	1085	674	196	1754	1646	1674
ENSG00000094661.2	0	0	0	0	0	0
ENSG00000094755.12	0	0	0	0	2	0
ENSG00000094796.4	13	7	0	12	12	8
ENSG00000094804.5	269	268	117	430	465	358
ENSG00000094841.9	517	391	231	601	601	563
ENSG00000094880.6	1367	1059	460	1592	1895	1712
ENSG00000094914.8	717	598	218	945	1084	996
ENSG00000094916.9	5480	4818	2516	7797	8063	9716
ENSG00000094963.9	0	0	0	0	0	0
ENSG00000094975.9	11944	10511	5251	14380	14108	15056
ENSG00000095002.8	877	869	340	1150	1246	1135
ENSG00000095015.5	1721	1276	653	1899	2191	1888
ENSG00000095059.11	475	328	86	598	576	666
ENSG00000095066.7	330	218	95	845	588	894
ENSG00000095110.3	3	1	2	4	1	0
ENSG00000095139.9	7388	5655	2365	9980	9602	9863
ENSG00000095203.10	96	106	37	21	14	14
ENSG00000095209.7	297	265	133	465	612	526
ENSG00000095261.9	855	814	384	1362	1301	1599
ENSG00000095303.10	2	4	0	4	7	0
ENSG00000095319.10	482	335	152	1189	1377	1349
ENSG00000095321.12	281	233	85	506	454	648
ENSG00000095370.15	1	0	0	2	0	0
ENSG00000095380.10	1315	1017	521	2236	2539	2321
ENSG00000095383.15	634	399	160	2010	1863	2282
ENSG00000095397.9	482	235	80	748	366	916
ENSG00000095464.9	2	0	2	0	0	0
ENSG00000095485.12	450	382	131	542	680	526
ENSG00000095539.11	34	11	5	46	67	84
ENSG00000095564.9	5330	4007	1894	5053	5339	4782
ENSG00000095574.7	349	336	165	485	695	673
ENSG00000095585.12	0	0	0	2	0	0
ENSG00000095587.8	8	0	0	9	4	4
ENSG00000095596.7	61	37	18	347	425	317
ENSG00000095627.5	0	1	0	2	1	0
ENSG00000095637.16	24	23	12	147	128	135
ENSG00000095713.9	0	0	5	1	0	0
ENSG00000095739.7	2616	1825	1095	2696	3283	2846
ENSG00000095752.2	132	99	32	221	159	196
ENSG00000095777.10	873	602	415	1854	1909	2122
ENSG00000095787.17	7333	5718	2654	8125	7606	8668
ENSG00000095794.15	257	216	95	394	483	405
ENSG00000095906.12	127	69	19	205	241	207
ENSG00000095917.9	0	0	0	0	0	0
ENSG00000095932.5	4	1	0	2	1	3
ENSG00000095951.12	2890	2070	1012	7318	6634	7394
ENSG00000095970.12	0	1	0	1	0	0
ENSG00000095981.6	0	0	0	0	0	0
ENSG00000096006.7	0	0	0	1	0	0
ENSG00000096060.10	239	215	89	476	291	694
ENSG00000096063.10	3197	2725	1224	4842	4769	5015
ENSG00000096070.15	390	249	100	772	766	1022
ENSG00000096080.7	324	199	77	306	485	353
ENSG00000096088.12	0	0	0	0	0	0
ENSG00000096092.5	514	396	152	662	958	713
ENSG00000096093.10	871	735	290	1547	1755	1452
ENSG00000096264.9	0	0	0	2	0	0
ENSG00000096384.15	24182	19635	8284	27751	20390	43638
ENSG00000096395.6	0	0	0	1	0	0
ENSG00000096401.7	3939	3457	1424	4369	4560	4294
ENSG00000096433.6	4047	2319	686	6636	4581	8208
ENSG00000096654.11	789	738	337	857	1003	873
ENSG00000096696.9	25398	16724	8131	36560	34020	35993
ENSG00000096717.7	959	880	447	1254	1379	1361
ENSG00000096746.13	2088	1703	1014	2479	1266	3872
ENSG00000096872.11	1319	1254	728	1683	1728	1893
ENSG00000096968.8	616	520	185	985	905	967
ENSG00000096996.11	0	1	0	5	0	0
ENSG00000097007.13	1577	1087	280	1867	1551	2183
ENSG00000097021.15	36	19	5	133	165	228
ENSG00000097033.10	5094	4587	2016	6253	6492	6381
ENSG00000097046.8	82	109	50	173	189	173
ENSG00000097096.8	520	363	222	1026	1041	1021
ENSG00000099139.9	337	237	98	698	712	675
ENSG00000099194.5	8505	5339	2540	4342	3959	4947
ENSG00000099203.2	146	56	16	226	211	187
ENSG00000099204.14	12296	7215	4067	18630	17497	19770
ENSG00000099219.9	1265	988	470	1360	1517	1442
ENSG00000099246.12	4129	3647	1929	4599	4842	4990
ENSG00000099250.13	943	1389	364	5130	5314	5581
ENSG00000099251.10	193	102	58	273	261	253
ENSG00000099256.14	110	81	53	250	311	251
ENSG00000099260.6	215	123	129	1163	941	1452
ENSG00000099282.5	85	67	13	226	234	237
ENSG00000099284.9	287	165	68	348	412	402
ENSG00000099290.11	566	441	242	1002	818	970
ENSG00000099308.6	87	35	10	228	165	270
ENSG00000099326.4	294	157	76	525	428	626
ENSG00000099330.4	19	19	0	31	35	29
ENSG00000099331.9	1867	1122	488	2828	2148	3517
ENSG00000099337.3	241	125	52	439	371	466
ENSG00000099338.18	27	19	7	36	35	49
ENSG00000099341.7	1299	1020	346	1943	2196	1838
ENSG00000099364.12	114	73	27	268	251	315
ENSG00000099365.5	9	3	4	36	20	21
ENSG00000099377.9	117	59	21	353	331	293
ENSG00000099381.12	178	99	31	435	261	554
ENSG00000099385.7	218	170	75	304	388	341
ENSG00000099399.5	0	0	0	1	0	0
ENSG00000099617.2	26	23	11	27	19	35
ENSG00000099622.9	4735	3660	1200	4559	4016	4911
ENSG00000099624.3	32	9	6	126	67	168
ENSG00000099625.8	2	1	0	24	11	26
ENSG00000099715.10	2	0	0	0	0	0
ENSG00000099721.9	0	0	0	0	0	0
ENSG00000099725.10	578	400	190	841	808	985
ENSG00000099769.5	0	0	0	2	1	4
ENSG00000099783.7	1965	1584	792	2994	1943	4434
ENSG00000099785.6	190	121	26	188	238	190
ENSG00000099795.2	153	103	32	468	502	473
ENSG00000099797.7	107	74	26	165	124	254
ENSG00000099800.3	639	444	183	851	785	962
ENSG00000099804.4	821	364	73	1282	1041	1422
ENSG00000099810.14	1482	1445	503	2181	2372	2156
ENSG00000099812.6	0	1	1	3	2	3
ENSG00000099814.11	363	196	81	1194	943	1448
ENSG00000099817.7	356	155	60	657	631	785
ENSG00000099821.9	149	63	17	291	267	336
ENSG00000099822.2	14	16	5	28	21	33
ENSG00000099834.14	0	0	0	12	6	8
ENSG00000099840.9	12	4	1	10	16	8
ENSG00000099849.10	82	36	21	161	220	162
ENSG00000099860.4	5134	3097	1347	5709	5612	5894
ENSG00000099864.13	166	71	31	492	323	537
ENSG00000099866.10	1	2	0	9	5	3
ENSG00000099869.6	0	0	0	0	0	0
ENSG00000099875.10	198	110	38	351	306	390
ENSG00000099889.9	154	70	46	526	437	713
ENSG00000099899.10	257	155	36	573	526	706
ENSG00000099901.12	657	500	236	1076	1076	1139
ENSG00000099904.11	84	29	12	277	137	452
ENSG00000099910.12	347	173	64	532	481	590
ENSG00000099917.13	563	288	93	1020	728	1297
ENSG00000099937.6	0	0	0	1	1	0
ENSG00000099940.7	967	764	291	1151	916	1305
ENSG00000099942.8	2762	2034	1049	2464	2997	2749
ENSG00000099949.14	996	534	179	1808	1740	1876
ENSG00000099953.5	55	20	11	605	584	552
ENSG00000099954.14	1	1	0	2	0	0
ENSG00000099956.13	907	570	215	1344	685	1617
ENSG00000099957.12	15	9	1	30	25	30
ENSG00000099958.10	15	5	1	9	12	8
ENSG00000099960.8	0	1	2	19	10	14
ENSG00000099968.13	5368	3560	1760	5445	5762	6107
ENSG00000099974.7	24	10	2	5	7	9
